time,link,path,number,flag
206,N009 N010,N004 N005 N009 N010 N011 N002,4,exit link
206,N010 N011,N004 N005 N009 N010 N011 N002,4,enter link
206,N009 N010,N004 N009 N010 N013 N003,45,exit link
206,N010 N013,N004 N009 N010 N013 N003,45,enter link
206,N009 N010,N001 N005 N009 N010 N013 N003,25,exit link
206,N010 N013,N001 N005 N009 N010 N013 N003,25,enter link
206,N009 N010,N004 N005 N009 N010 N013 N003,4,exit link
206,N010 N013,N004 N005 N009 N010 N013 N003,4,enter link
206,N010 N013,N004 N009 N010 N013 N003,51,exit link
206,N013 N003,N004 N009 N010 N013 N003,51,enter link
206,N010 N013,N001 N005 N006 N010 N013 N003,50,exit link
206,N013 N003,N001 N005 N006 N010 N013 N003,50,enter link
206,N010 N013,N004 N005 N006 N010 N013 N003,6,exit link
206,N013 N003,N004 N005 N006 N010 N013 N003,6,enter link
206,N010 N013,N001 N012 N006 N010 N013 N003,9,exit link
206,N013 N003,N001 N012 N006 N010 N013 N003,9,enter link
206,N010 N011,N004 N009 N010 N011 N002,73,exit link
206,N011 N002,N004 N009 N010 N011 N002,73,enter link
206,N010 N011,N001 N005 N006 N010 N011 N002,40,exit link
206,N011 N002,N001 N005 N006 N010 N011 N002,40,enter link
206,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
206,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
206,N010 N011,N001 N012 N006 N010 N011 N002,30,exit link
206,N011 N002,N001 N012 N006 N010 N011 N002,30,enter link
207,N005 N009,N001 N005 N009 N010 N011 N002,46,exit link
207,N009 N010,N001 N005 N009 N010 N011 N002,46,enter link
207,N005 N009,N001 N005 N009 N010 N013 N003,42,exit link
207,N009 N010,N001 N005 N009 N010 N013 N003,42,enter link
207,N005 N009,N004 N005 N009 N010 N013 N003,29,exit link
207,N009 N010,N004 N005 N009 N010 N013 N003,29,enter link
207,N005 N009,N004 N005 N009 N010 N011 N002,31,exit link
207,N009 N010,N004 N005 N009 N010 N011 N002,31,enter link
207,N005 N009,N001 N005 N009 N013 N003,1,exit link
207,N009 N013,N001 N005 N009 N013 N003,1,enter link
207,N012 N006,N001 N012 N006 N010 N011 N002,63,exit link
207,N006 N010,N001 N012 N006 N010 N011 N002,63,enter link
207,N012 N006,N001 N012 N006 N010 N013 N003,85,exit link
207,N006 N010,N001 N012 N006 N010 N013 N003,85,enter link
207,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
207,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
207,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
207,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
207,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
207,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
207,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
207,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
207,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
207,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
207,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
207,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
207,N009 N010,N004 N009 N010 N011 N002,42,exit link
207,N010 N011,N004 N009 N010 N011 N002,42,enter link
207,N009 N010,N001 N005 N009 N010 N011 N002,23,exit link
207,N010 N011,N001 N005 N009 N010 N011 N002,23,enter link
207,N009 N010,N004 N005 N009 N010 N011 N002,4,exit link
207,N010 N011,N004 N005 N009 N010 N011 N002,4,enter link
207,N009 N010,N004 N009 N010 N013 N003,42,exit link
207,N010 N013,N004 N009 N010 N013 N003,42,enter link
207,N009 N010,N001 N005 N009 N010 N013 N003,24,exit link
207,N010 N013,N001 N005 N009 N010 N013 N003,24,enter link
207,N009 N010,N004 N005 N009 N010 N013 N003,4,exit link
207,N010 N013,N004 N005 N009 N010 N013 N003,4,enter link
207,N010 N013,N004 N009 N010 N013 N003,55,exit link
207,N013 N003,N004 N009 N010 N013 N003,55,enter link
207,N010 N013,N001 N005 N006 N010 N013 N003,53,exit link
207,N013 N003,N001 N005 N006 N010 N013 N003,53,enter link
207,N010 N013,N004 N005 N006 N010 N013 N003,7,exit link
207,N013 N003,N004 N005 N006 N010 N013 N003,7,enter link
207,N010 N013,N001 N012 N006 N010 N013 N003,10,exit link
207,N013 N003,N001 N012 N006 N010 N013 N003,10,enter link
207,N010 N011,N004 N009 N010 N011 N002,73,exit link
207,N011 N002,N004 N009 N010 N011 N002,73,enter link
207,N010 N011,N001 N005 N006 N010 N011 N002,40,exit link
207,N011 N002,N001 N005 N006 N010 N011 N002,40,enter link
207,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
207,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
207,N010 N011,N001 N012 N006 N010 N011 N002,31,exit link
207,N011 N002,N001 N012 N006 N010 N011 N002,31,enter link
208,N005 N009,N001 N005 N009 N010 N011 N002,46,exit link
208,N009 N010,N001 N005 N009 N010 N011 N002,46,enter link
208,N005 N009,N001 N005 N009 N010 N013 N003,44,exit link
208,N009 N010,N001 N005 N009 N010 N013 N003,44,enter link
208,N005 N009,N004 N005 N009 N010 N013 N003,29,exit link
208,N009 N010,N004 N005 N009 N010 N013 N003,29,enter link
208,N005 N009,N004 N005 N009 N010 N011 N002,30,exit link
208,N009 N010,N004 N005 N009 N010 N011 N002,30,enter link
208,N005 N009,N001 N005 N009 N013 N003,1,exit link
208,N009 N013,N001 N005 N009 N013 N003,1,enter link
208,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
208,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
208,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
208,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
208,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
208,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
208,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
208,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
208,N012 N006,N001 N012 N006 N010 N011 N002,11,exit link
208,N006 N010,N001 N012 N006 N010 N011 N002,11,enter link
208,N012 N006,N001 N012 N006 N010 N013 N003,14,exit link
208,N006 N010,N001 N012 N006 N010 N013 N003,14,enter link
208,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
208,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
208,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
208,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
208,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
208,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
208,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
208,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
208,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
208,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
208,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
208,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
208,N009 N010,N004 N009 N010 N011 N002,44,exit link
208,N010 N011,N004 N009 N010 N011 N002,44,enter link
208,N009 N010,N001 N005 N009 N010 N011 N002,25,exit link
208,N010 N011,N001 N005 N009 N010 N011 N002,25,enter link
208,N009 N010,N004 N005 N009 N010 N011 N002,5,exit link
208,N010 N011,N004 N005 N009 N010 N011 N002,5,enter link
208,N009 N010,N004 N009 N010 N013 N003,44,exit link
208,N010 N013,N004 N009 N010 N013 N003,44,enter link
208,N009 N010,N001 N005 N009 N010 N013 N003,26,exit link
208,N010 N013,N001 N005 N009 N010 N013 N003,26,enter link
208,N009 N010,N004 N005 N009 N010 N013 N003,5,exit link
208,N010 N013,N004 N005 N009 N010 N013 N003,5,enter link
208,N010 N013,N004 N009 N010 N013 N003,51,exit link
208,N013 N003,N004 N009 N010 N013 N003,51,enter link
208,N010 N013,N001 N005 N006 N010 N013 N003,47,exit link
208,N013 N003,N001 N005 N006 N010 N013 N003,47,enter link
208,N010 N013,N004 N005 N006 N010 N013 N003,6,exit link
208,N013 N003,N004 N005 N006 N010 N013 N003,6,enter link
208,N010 N013,N001 N012 N006 N010 N013 N003,10,exit link
208,N013 N003,N001 N012 N006 N010 N013 N003,10,enter link
208,N010 N011,N004 N009 N010 N011 N002,72,exit link
208,N011 N002,N004 N009 N010 N011 N002,72,enter link
208,N010 N011,N001 N005 N006 N010 N011 N002,38,exit link
208,N011 N002,N001 N005 N006 N010 N011 N002,38,enter link
208,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
208,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
208,N010 N011,N001 N012 N006 N010 N011 N002,31,exit link
208,N011 N002,N001 N012 N006 N010 N011 N002,31,enter link
209,N005 N009,N001 N005 N009 N010 N011 N002,47,exit link
209,N009 N010,N001 N005 N009 N010 N011 N002,47,enter link
209,N005 N009,N001 N005 N009 N010 N013 N003,44,exit link
209,N009 N010,N001 N005 N009 N010 N013 N003,44,enter link
209,N005 N009,N004 N005 N009 N010 N013 N003,28,exit link
209,N009 N010,N004 N005 N009 N010 N013 N003,28,enter link
209,N005 N009,N004 N005 N009 N010 N011 N002,29,exit link
209,N009 N010,N004 N005 N009 N010 N011 N002,29,enter link
209,N005 N009,N001 N005 N009 N013 N003,1,exit link
209,N009 N013,N001 N005 N009 N013 N003,1,enter link
209,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
209,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
209,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
209,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
209,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
209,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
209,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
209,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
209,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
209,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
209,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
209,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
209,N006 N010,N001 N012 N006 N010 N011 N002,38,exit link
209,N010 N011,N001 N012 N006 N010 N011 N002,38,enter link
209,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
209,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
209,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
209,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
209,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
209,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
209,N009 N010,N004 N009 N010 N011 N002,43,exit link
209,N010 N011,N004 N009 N010 N011 N002,43,enter link
209,N009 N010,N001 N005 N009 N010 N011 N002,25,exit link
209,N010 N011,N001 N005 N009 N010 N011 N002,25,enter link
209,N009 N010,N004 N005 N009 N010 N011 N002,5,exit link
209,N010 N011,N004 N005 N009 N010 N011 N002,5,enter link
209,N009 N010,N004 N009 N010 N013 N003,43,exit link
209,N010 N013,N004 N009 N010 N013 N003,43,enter link
209,N009 N010,N001 N005 N009 N010 N013 N003,26,exit link
209,N010 N013,N001 N005 N009 N010 N013 N003,26,enter link
209,N009 N010,N004 N005 N009 N010 N013 N003,5,exit link
209,N010 N013,N004 N005 N009 N010 N013 N003,5,enter link
209,N010 N013,N004 N009 N010 N013 N003,53,exit link
209,N013 N003,N004 N009 N010 N013 N003,53,enter link
209,N010 N013,N001 N005 N006 N010 N013 N003,47,exit link
209,N013 N003,N001 N005 N006 N010 N013 N003,47,enter link
209,N010 N013,N004 N005 N006 N010 N013 N003,6,exit link
209,N013 N003,N004 N005 N006 N010 N013 N003,6,enter link
209,N010 N013,N001 N012 N006 N010 N013 N003,11,exit link
209,N013 N003,N001 N012 N006 N010 N013 N003,11,enter link
209,N010 N011,N004 N009 N010 N011 N002,72,exit link
209,N011 N002,N004 N009 N010 N011 N002,72,enter link
209,N010 N011,N001 N005 N006 N010 N011 N002,39,exit link
209,N011 N002,N001 N005 N006 N010 N011 N002,39,enter link
209,N010 N011,N004 N005 N006 N010 N011 N002,7,exit link
209,N011 N002,N004 N005 N006 N010 N011 N002,7,enter link
209,N010 N011,N001 N012 N006 N010 N011 N002,32,exit link
209,N011 N002,N001 N012 N006 N010 N011 N002,32,enter link
210,N005 N009,N001 N005 N009 N010 N011 N002,49,exit link
210,N009 N010,N001 N005 N009 N010 N011 N002,49,enter link
210,N005 N009,N001 N005 N009 N010 N013 N003,44,exit link
210,N009 N010,N001 N005 N009 N010 N013 N003,44,enter link
210,N005 N009,N004 N005 N009 N010 N013 N003,27,exit link
210,N009 N010,N004 N005 N009 N010 N013 N003,27,enter link
210,N005 N009,N004 N005 N009 N010 N011 N002,27,exit link
210,N009 N010,N004 N005 N009 N010 N011 N002,27,enter link
210,N005 N009,N001 N005 N009 N013 N003,1,exit link
210,N009 N013,N001 N005 N009 N013 N003,1,enter link
210,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
210,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
210,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
210,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
210,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
210,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
210,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
210,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
210,N006 N010,N001 N005 N006 N010 N011 N002,35,exit link
210,N010 N011,N001 N005 N006 N010 N011 N002,35,enter link
210,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
210,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
210,N006 N010,N001 N012 N006 N010 N011 N002,36,exit link
210,N010 N011,N001 N012 N006 N010 N011 N002,36,enter link
210,N006 N010,N001 N005 N006 N010 N013 N003,35,exit link
210,N010 N013,N001 N005 N006 N010 N013 N003,35,enter link
210,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
210,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
210,N006 N010,N001 N012 N006 N010 N013 N003,36,exit link
210,N010 N013,N001 N012 N006 N010 N013 N003,36,enter link
210,N009 N010,N004 N009 N010 N011 N002,40,exit link
210,N010 N011,N004 N009 N010 N011 N002,40,enter link
210,N009 N010,N001 N005 N009 N010 N011 N002,24,exit link
210,N010 N011,N001 N005 N009 N010 N011 N002,24,enter link
210,N009 N010,N004 N005 N009 N010 N011 N002,5,exit link
210,N010 N011,N004 N005 N009 N010 N011 N002,5,enter link
210,N009 N010,N004 N009 N010 N013 N003,40,exit link
210,N010 N013,N004 N009 N010 N013 N003,40,enter link
210,N009 N010,N001 N005 N009 N010 N013 N003,25,exit link
210,N010 N013,N001 N005 N009 N010 N013 N003,25,enter link
210,N009 N010,N004 N005 N009 N010 N013 N003,5,exit link
210,N010 N013,N004 N005 N009 N010 N013 N003,5,enter link
210,N010 N013,N004 N009 N010 N013 N003,65,exit link
210,N013 N003,N004 N009 N010 N013 N003,65,enter link
210,N010 N013,N001 N005 N006 N010 N013 N003,55,exit link
210,N013 N003,N001 N005 N006 N010 N013 N003,55,enter link
210,N010 N013,N004 N005 N006 N010 N013 N003,7,exit link
210,N013 N003,N004 N005 N006 N010 N013 N003,7,enter link
210,N010 N013,N001 N012 N006 N010 N013 N003,15,exit link
210,N013 N003,N001 N012 N006 N010 N013 N003,15,enter link
210,N010 N011,N004 N009 N010 N011 N002,72,exit link
210,N011 N002,N004 N009 N010 N011 N002,72,enter link
210,N010 N011,N001 N005 N006 N010 N011 N002,38,exit link
210,N011 N002,N001 N005 N006 N010 N011 N002,38,enter link
210,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
210,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
210,N010 N011,N001 N012 N006 N010 N011 N002,32,exit link
210,N011 N002,N001 N012 N006 N010 N011 N002,32,enter link
211,N005 N009,N001 N005 N009 N010 N011 N002,49,exit link
211,N009 N010,N001 N005 N009 N010 N011 N002,49,enter link
211,N005 N009,N001 N005 N009 N010 N013 N003,45,exit link
211,N009 N010,N001 N005 N009 N010 N013 N003,45,enter link
211,N005 N009,N004 N005 N009 N010 N013 N003,27,exit link
211,N009 N010,N004 N005 N009 N010 N013 N003,27,enter link
211,N005 N009,N004 N005 N009 N010 N011 N002,28,exit link
211,N009 N010,N004 N005 N009 N010 N011 N002,28,enter link
211,N005 N009,N001 N005 N009 N013 N003,2,exit link
211,N009 N013,N001 N005 N009 N013 N003,2,enter link
211,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
211,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
211,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
211,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
211,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
211,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
211,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
211,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
211,N006 N010,N001 N005 N006 N010 N011 N002,36,exit link
211,N010 N011,N001 N005 N006 N010 N011 N002,36,enter link
211,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
211,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
211,N006 N010,N001 N012 N006 N010 N011 N002,38,exit link
211,N010 N011,N001 N012 N006 N010 N011 N002,38,enter link
211,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
211,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
211,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
211,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
211,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
211,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
211,N009 N010,N004 N009 N010 N011 N002,42,exit link
211,N010 N011,N004 N009 N010 N011 N002,42,enter link
211,N009 N010,N001 N005 N009 N010 N011 N002,27,exit link
211,N010 N011,N001 N005 N009 N010 N011 N002,27,enter link
211,N009 N010,N004 N005 N009 N010 N011 N002,6,exit link
211,N010 N011,N004 N005 N009 N010 N011 N002,6,enter link
211,N009 N010,N004 N009 N010 N013 N003,42,exit link
211,N010 N013,N004 N009 N010 N013 N003,42,enter link
211,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
211,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
211,N009 N010,N004 N005 N009 N010 N013 N003,6,exit link
211,N010 N013,N004 N005 N009 N010 N013 N003,6,enter link
211,N010 N013,N004 N009 N010 N013 N003,68,exit link
211,N013 N003,N004 N009 N010 N013 N003,68,enter link
211,N010 N013,N001 N005 N006 N010 N013 N003,56,exit link
211,N013 N003,N001 N005 N006 N010 N013 N003,56,enter link
211,N010 N013,N004 N005 N006 N010 N013 N003,8,exit link
211,N013 N003,N004 N005 N006 N010 N013 N003,8,enter link
211,N010 N013,N001 N012 N006 N010 N013 N003,16,exit link
211,N013 N003,N001 N012 N006 N010 N013 N003,16,enter link
211,N010 N011,N004 N009 N010 N011 N002,72,exit link
211,N011 N002,N004 N009 N010 N011 N002,72,enter link
211,N010 N011,N001 N005 N006 N010 N011 N002,38,exit link
211,N011 N002,N001 N005 N006 N010 N011 N002,38,enter link
211,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
211,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
211,N010 N011,N001 N012 N006 N010 N011 N002,34,exit link
211,N011 N002,N001 N012 N006 N010 N011 N002,34,enter link
212,N005 N009,N001 N005 N009 N010 N011 N002,51,exit link
212,N009 N010,N001 N005 N009 N010 N011 N002,51,enter link
212,N005 N009,N001 N005 N009 N010 N013 N003,47,exit link
212,N009 N010,N001 N005 N009 N010 N013 N003,47,enter link
212,N005 N009,N004 N005 N009 N010 N013 N003,24,exit link
212,N009 N010,N004 N005 N009 N010 N013 N003,24,enter link
212,N005 N009,N004 N005 N009 N010 N011 N002,26,exit link
212,N009 N010,N004 N005 N009 N010 N011 N002,26,enter link
212,N005 N009,N001 N005 N009 N013 N003,2,exit link
212,N009 N013,N001 N005 N009 N013 N003,2,enter link
212,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
212,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
212,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
212,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
212,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
212,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
212,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
212,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
212,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
212,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
212,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
212,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
212,N009 N010,N004 N009 N010 N011 N002,40,exit link
212,N010 N011,N004 N009 N010 N011 N002,40,enter link
212,N009 N010,N001 N005 N009 N010 N011 N002,25,exit link
212,N010 N011,N001 N005 N009 N010 N011 N002,25,enter link
212,N009 N010,N004 N005 N009 N010 N011 N002,6,exit link
212,N010 N011,N004 N005 N009 N010 N011 N002,6,enter link
212,N009 N010,N004 N009 N010 N013 N003,40,exit link
212,N010 N013,N004 N009 N010 N013 N003,40,enter link
212,N009 N010,N001 N005 N009 N010 N013 N003,25,exit link
212,N010 N013,N001 N005 N009 N010 N013 N003,25,enter link
212,N009 N010,N004 N005 N009 N010 N013 N003,6,exit link
212,N010 N013,N004 N005 N009 N010 N013 N003,6,enter link
212,N010 N013,N004 N009 N010 N013 N003,69,exit link
212,N013 N003,N004 N009 N010 N013 N003,69,enter link
212,N010 N013,N001 N005 N006 N010 N013 N003,55,exit link
212,N013 N003,N001 N005 N006 N010 N013 N003,55,enter link
212,N010 N013,N004 N005 N006 N010 N013 N003,8,exit link
212,N013 N003,N004 N005 N006 N010 N013 N003,8,enter link
212,N010 N013,N001 N012 N006 N010 N013 N003,18,exit link
212,N013 N003,N001 N012 N006 N010 N013 N003,18,enter link
212,N010 N011,N004 N009 N010 N011 N002,70,exit link
212,N011 N002,N004 N009 N010 N011 N002,70,enter link
212,N010 N011,N001 N005 N006 N010 N011 N002,37,exit link
212,N011 N002,N001 N005 N006 N010 N011 N002,37,enter link
212,N010 N011,N004 N005 N006 N010 N011 N002,6,exit link
212,N011 N002,N004 N005 N006 N010 N011 N002,6,enter link
212,N010 N011,N001 N012 N006 N010 N011 N002,34,exit link
212,N011 N002,N001 N012 N006 N010 N011 N002,34,enter link
212,N010 N011,N001 N005 N009 N010 N011 N002,0,exit link
212,N011 N002,N001 N005 N009 N010 N011 N002,0,enter link
213,N005 N009,N001 N005 N009 N010 N011 N002,52,exit link
213,N009 N010,N001 N005 N009 N010 N011 N002,52,enter link
213,N005 N009,N001 N005 N009 N010 N013 N003,47,exit link
213,N009 N010,N001 N005 N009 N010 N013 N003,47,enter link
213,N005 N009,N004 N005 N009 N010 N013 N003,25,exit link
213,N009 N010,N004 N005 N009 N010 N013 N003,25,enter link
213,N005 N009,N004 N005 N009 N010 N011 N002,25,exit link
213,N009 N010,N004 N005 N009 N010 N011 N002,25,enter link
213,N005 N009,N001 N005 N009 N013 N003,2,exit link
213,N009 N013,N001 N005 N009 N013 N003,2,enter link
213,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
213,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
213,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
213,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
213,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
213,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
213,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
213,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
213,N006 N010,N001 N005 N006 N010 N011 N002,37,exit link
213,N010 N011,N001 N005 N006 N010 N011 N002,37,enter link
213,N006 N010,N004 N005 N006 N010 N011 N002,1,exit link
213,N010 N011,N004 N005 N006 N010 N011 N002,1,enter link
213,N006 N010,N001 N012 N006 N010 N011 N002,37,exit link
213,N010 N011,N001 N012 N006 N010 N011 N002,37,enter link
213,N006 N010,N001 N005 N006 N010 N013 N003,37,exit link
213,N010 N013,N001 N005 N006 N010 N013 N003,37,enter link
213,N006 N010,N004 N005 N006 N010 N013 N003,1,exit link
213,N010 N013,N004 N005 N006 N010 N013 N003,1,enter link
213,N006 N010,N001 N012 N006 N010 N013 N003,37,exit link
213,N010 N013,N001 N012 N006 N010 N013 N003,37,enter link
213,N009 N010,N004 N009 N010 N011 N002,41,exit link
213,N010 N011,N004 N009 N010 N011 N002,41,enter link
213,N009 N010,N001 N005 N009 N010 N011 N002,27,exit link
213,N010 N011,N001 N005 N009 N010 N011 N002,27,enter link
213,N009 N010,N004 N005 N009 N010 N011 N002,7,exit link
213,N010 N011,N004 N005 N009 N010 N011 N002,7,enter link
213,N009 N010,N004 N009 N010 N013 N003,41,exit link
213,N010 N013,N004 N009 N010 N013 N003,41,enter link
213,N009 N010,N001 N005 N009 N010 N013 N003,27,exit link
213,N010 N013,N001 N005 N009 N010 N013 N003,27,enter link
213,N009 N010,N004 N005 N009 N010 N013 N003,7,exit link
213,N010 N013,N004 N005 N009 N010 N013 N003,7,enter link
213,N010 N013,N004 N009 N010 N013 N003,67,exit link
213,N013 N003,N004 N009 N010 N013 N003,67,enter link
213,N010 N013,N001 N005 N006 N010 N013 N003,51,exit link
213,N013 N003,N001 N005 N006 N010 N013 N003,51,enter link
213,N010 N013,N004 N005 N006 N010 N013 N003,7,exit link
213,N013 N003,N004 N005 N006 N010 N013 N003,7,enter link
213,N010 N013,N001 N012 N006 N010 N013 N003,19,exit link
213,N013 N003,N001 N012 N006 N010 N013 N003,19,enter link
213,N010 N011,N004 N009 N010 N011 N002,71,exit link
213,N011 N002,N004 N009 N010 N011 N002,71,enter link
213,N010 N011,N001 N005 N006 N010 N011 N002,38,exit link
213,N011 N002,N001 N005 N006 N010 N011 N002,38,enter link
213,N010 N011,N004 N005 N006 N010 N011 N002,7,exit link
213,N011 N002,N004 N005 N006 N010 N011 N002,7,enter link
213,N010 N011,N001 N012 N006 N010 N011 N002,34,exit link
213,N011 N002,N001 N012 N006 N010 N011 N002,34,enter link
213,N010 N011,N001 N005 N009 N010 N011 N002,1,exit link
213,N011 N002,N001 N005 N009 N010 N011 N002,1,enter link
214,N005 N009,N001 N005 N009 N010 N011 N002,53,exit link
214,N009 N010,N001 N005 N009 N010 N011 N002,53,enter link
214,N005 N009,N001 N005 N009 N010 N013 N003,48,exit link
214,N009 N010,N001 N005 N009 N010 N013 N003,48,enter link
214,N005 N009,N004 N005 N009 N010 N013 N003,23,exit link
214,N009 N010,N004 N005 N009 N010 N013 N003,23,enter link
214,N005 N009,N004 N005 N009 N010 N011 N002,24,exit link
214,N009 N010,N004 N005 N009 N010 N011 N002,24,enter link
214,N005 N009,N001 N005 N009 N013 N003,2,exit link
214,N009 N013,N001 N005 N009 N013 N003,2,enter link
214,N005 N006,N001 N005 N006 N010 N011 N002,1,exit link
214,N006 N010,N001 N005 N006 N010 N011 N002,1,enter link
214,N005 N006,N001 N005 N006 N010 N013 N003,1,exit link
214,N006 N010,N001 N005 N006 N010 N013 N003,1,enter link
214,N005 N006,N004 N005 N006 N010 N011 N002,0,exit link
214,N006 N010,N004 N005 N006 N010 N011 N002,0,enter link
214,N005 N006,N004 N005 N006 N010 N013 N003,0,exit link
214,N006 N010,N004 N005 N006 N010 N013 N003,0,enter link
